,sentence,label
10,لطفا یه متخصص اطفال برای سرماخوردگی تو اصفهان نزدیک محله برازنده پیدا کن که توی کارش حرفه ای و شهره باشه . طرف قرار داد با نیروهای مسلح باشه . معطلی توی مطبش کمتر از نیم ساعت باشه و اولین نوبت آزادش برای امروز باشه .,"O,O,B-srt,B-spy,O,B-cnd,O,B-cty,O,O,B-nhd,O,O,O,O,O,B-trt,I-trt,O,B-trt,O,O,O,O,O,O,B-inc,I-inc,O,O,O,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O,O,O,O,B-apt,O,O"
11,سلام چشم پزشک متخصصی که خوش اخلاق باشه با ویزیت آنلاین توی اصفهان نزدیک دانشگاه پيدا کن . نوبت دهیش حداکثر تا 7 روز آینده باشه .,"O,B-spy,O,B-srt,O,B-trt,I-trt,O,O,O,B-vtp,O,B-cty,O,B-nhd,O,O,O,O,O,B-apt,I-apt,I-apt,I-apt,I-apt,O,O"
12,توی لار برام فوق تخصص گوش و حلق و بینی آقا و مهربون پیدا کن,"O,B-cty,O,B-srt,I-srt,B-spy,O,B-spy,O,B-spy,B-gnd,O,B-trt,O,O"
13,دنبال یه پزشک اطفال خانم و با سابقه در مشهد نزدیک حرم میگردم که امروز دخترم رو ویزیت کنه,"O,O,O,B-spy,B-gnd,O,B-trt,I-trt,O,B-cty,B-nhd,I-nhd,O,O,B-apt,O,O,O,O"
14,یه دکتر خوب برای میگرن تو اصفهان سمت هزارجریب برام پیدا کن که کارش رو خوب بلد باشه,"O,O,B-trt,O,B-cnd,O,B-cty,O,B-nhd,O,O,O,O,O,O,B-trt,O,O"
15,سلام . یک فوق تخصص پوست مرد شیرازی برای بلفاروپلاستی و لیزر صورت پیدا کن که سمت عفیف آباد باشه و خوش برخورد و مهربان باشه . و تحت پوشش بیمه تجارت باشه و حدود نیم ساعت بیشتر تو مطب منتظر نمونم .,"O,O,O,B-srt,I-srt,B-spy,B-gnd,B-cty,O,B-cnd,O,B-cnd,I-cnd,O,O,O,O,B-nhd,I-cnd,O,O,B-trt,I-trt,O,B-trt,O,O,O,O,O,O,B-inc,O,O,O,B-wtt,I-wtt,O,O,O,O,O,O"
16,سلام . یک فوق تخصص پوست خانوم واسه هفته آینده توی شیراز برام پیدا کن که طرفای باغ حوض بشینه و خیلی ماهر و خوش برخورد باشه . و تحت پوشش بیمه بانک باشه,"O,O,O,B-srt,I-srt,B-spy,B-gnd,O,B-apt,I-apt,O,B-cty,O,O,O,O,O,B-nhd,I-nhd,O,O,O,B-trt,O,B-trt,I-trt,O,O,O,O,O,O,B-inc,O"
17,سلام . یه پزشک پوست مجرب در یزد برای افتادگی پلک بالا و جای جوش پیدا کن,"O,O,O,O,B-spy,B-trt,O,B-cty,O,B-cnd,I-cnd,O,O,B-cnd,I-cnd,O,O"
18,با سلام لطفاً پزشک زن فوق تخصص زنان و زایمان در شیراز در خیابان زند معرفی کنید که قادر به جراحی عمل فیبروم در بیمارستان دولتی باشد . با تجربه و مهارت بالا و خوش اخلاق بین نیم ساعت تا چهل و پنج دقیقه معطلی قابل قبول است .,"O,O,O,O,B-gnd,B-srt,I-srt,B-spy,I-spy,I-spy,O,B-cty,O,O,B-nhd,O,O,O,O,O,B-cnd,I-cnd,I-cnd,O,O,O,O,O,B-trt,I-trt,O,B-trt,I-trt,O,B-trt,I-trt,B-wtt,I-wtt,I-wtt,I-wtt,I-wtt,I-wtt,I-wtt,I-wtt,O,O,O,O,O"
19,با سلام لطفاً پزشک زنان و زایمان در شیراز در خیابان صورتگر معرفی کنید که در بیمارستان دولتی لاپاروسکوپی انجام دهد . با تجربه و دارای بورد تخصصی . و بیمه سینا قبول کند,"O,O,O,O,B-spy,I-spy,I-spy,O,B-cty,O,B-nhd,I-nhd,O,O,O,O,O,O,B-cnd,O,O,O,B-trt,I-trt,O,B-trt,I-trt,I-trt,O,O,O,B-inc,O,O"
20,با سلام لطفاً جراح زیبایی تبریزی معرفی کنید که در هفته آینده برام معاینه غیرحضوری انجام دهد,"O,O,O,O,B-spy,B-cty,O,O,O,O,B-apt,I-apt,O,O,B-vtp,O,O"
21,من یک دکتر عمومی برای گلودرد میخواستم در شهر اردبیل که دارای ویزیت مجازی باشه و با بیمه تامین اجتماعی قرارداد داشته باشه,"O,O,O,B-spy,O,B-cnd,O,O,O,B-cty,O,O,O,B-vtp,O,O,O,O,B-inc,I-inc,O,O,O"
22,سلام یک متخصص گوارش تو اصفهان سمت هزارجریب پیدا کن که باحوصله باشه و برای هفته دیگه نوبت بده,"O,O,B-srt,B-spy,O,B-cty,O,B-nhd,O,O,O,B-trt,O,O,O,B-apt,I-apt,O,O"
23,سلام من نفخ کردم یک بانوی متخصص گوارش تو گرگان پیدا کن که تجربه زیادی داشته باشه و برای سه هفته بعد نوبت بده,"O,O,B-cnd,O,O,B-gnd,B-srt,B-spy,O,B-cty,O,O,O,B-trt,I-trt,O,O,O,O,B-apt,I-apt,I-apt,O,O"
24,یه دندانپزشک فوق تخصص آقای ماهر برای عصب کشی تو اصفهان سمت شهدا که کارش خوب باشه و طرف قرداد بیمه تامین اجتماعی باشه .,"O,B-spy,B-srt,I-srt,B-gnd,B-trt,O,B-cnd,I-cnd,O,B-cty,O,B-nhd,O,O,B-trt,O,O,O,O,O,B-inc,I-inc,O,O"
25,یه روانپزشک تو مشهد طرفای وکیل آباد پیدا کن که بدون اذیت راحت برام آسنترا تجویز کنه چون داروخونه بدون نسخه اینو نمیده و منم خیلی دچار افسردگی شدم هر جایی هم میرم اینو تجویز نمیکنن میگن توصیه نمیشه . ترجیحا آقا باشه,"O,B-spy,O,B-cty,O,B-nhd,I-nhd,O,O,O,B-trt,I-trt,B-trt,O,B-cnd,I-cnd,O,O,O,O,O,O,O,O,O,O,O,B-cnd,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gnd,O"
26,دنبال یه دندونپزشک میگردم که دندون آسیا رو برام با کمترین قیمت پر کنه متریالش هم هر چی بود مهم نیست . تو مشهد باشه طرفای سناباد . آقا باشه,"O,O,B-spy,O,O,B-cnd,I-cnd,O,O,B-trt,I-trt,I-trt,I-cnd,O,O,O,O,O,O,O,O,O,O,B-cty,O,O,B-nhd,O,B-gnd,O"
27,سلام یک دکتر زیبایی میخوام اطراف هاشمیه مشهد که برای بیمار عرب هم خدمات قبلا انجام داده باشه,"O,O,O,B-spy,O,O,B-nhd,B-cty,O,O,O,O,O,O,O,O,O,O"
28,سلام . می خوام که که برم پیش یک دکتر متخصص داخلی که درباره ی کبدم باهاش صحبت بکنم و ببینم که کبدم چرب هست یا نه . لطفا متخصصی در مشهد برام پیدا کن که بتونم این کار رو به صورت حضوری باهاش انجام بدم . نمی خوام که از نظر زمانی خیلی تو نوبت باشم حداکثر 2 ساعت میتونم برای این کار وقت بذارم . پزشکی که بهم پیشنهاد میدی از نظر مکانی نزدیک امامت باشه .,"O,O,O,O,O,O,O,O,O,O,B-srt,B-spy,O,O,O,B-cnd,O,O,O,O,O,O,B-cnd,I-cnd,O,O,O,O,O,B-srt,O,B-cty,O,O,O,O,O,O,O,O,O,O,B-vtp,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-wtt,I-wtt,I-wtt,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-nhd,O,O"
29,یه جراح قلب بامرام میخوام,"O,O,B-spy,B-trt,O"
30,یک دکتر متخصص حلق و گوش و بینی خوب در اصفهان خیابان امادگاه بهم معرفی کن که بهم مشاوره برای عمل لوزه سوم بده و سابقه خوبی داشته باشه و بیمارانی که بهش مراجعه کردن ازش راضی بوده باشند .,"O,O,B-srt,B-spy,O,B-spy,O,B-spy,B-trt,O,B-cty,O,B-nhd,O,O,O,O,O,O,O,B-cnd,I-cnd,I-cnd,O,O,B-trt,I-trt,O,O,O,O,O,O,O,O,O,B-trt,O,O,O"
31,سلام درد کتف دارم توی مشهد محله باهنر یک پزشک ارتوپد مذکر که دکتری تخصصی داشته باشه و مطبش 8 صبح بهم آنلاین نوبت بده و کمتر از ده دقیقه معطلی داشته باشم پیدا کن . بیمه پاسارگاد قبول کنه و دقیق باشه,"O,B-cnd,I-cnd,O,O,B-cty,O,B-nhd,O,O,B-spy,B-gnd,O,O,B-srt,O,O,O,O,B-apt,I-apt,O,B-vtp,O,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O,O,O,O,O,B-inc,O,O,O,B-trt,O"
32,سلام یک پزشک ارتوپد که مطبش صبح زود باز باشه و کمترین معطلی رو داشته باشم پیدا کن .,"O,O,O,B-spy,O,O,B-apt,O,O,O,O,B-wtt,O,O,O,O,O,O,O"
33,سلام یک دکتر مرد فوق تخصص اطفال خوش رو و صبور در مشهد پیدا کن که امروز منو حضوری ویزیت کنه بیشتر از 20 دقیقه معطلم نکنه و با بیمه تامین اجتماعی قرارداد داشته باشه .,"O,O,O,B-gnd,B-srt,I-srt,B-spy,B-trt,I-trt,O,B-trt,O,B-cty,O,O,O,B-apt,O,B-vtp,O,O,O,O,B-wtt,I-wtt,O,O,O,O,O,B-inc,I-inc,O,O,O,O"
34,سلام . یک فوق تخصص مغز و اعصاب توی لارستان فارس برای درمان میگرن برام پیدا کن که بتونم طی دو روز آینده حضوری ویزیت بشم و طرف قرار داد بانک ملی باشه و خوش برخورد و با تجربه باشه,"O,O,O,B-srt,I-srt,B-spy,O,B-spy,O,B-cty,O,O,O,B-cnd,O,O,O,O,O,O,B-apt,I-apt,I-apt,B-vtp,O,O,O,O,O,O,B-inc,I-inc,O,O,B-trt,I-trt,O,B-trt,I-trt,O"
35,سلام یک خانم چشم پزشک فوق تخصص خوب تو شیراز سمت ارم پیدا کن که برای لیزر بهم 30 شهریور مشاوره مجازی بده چشمم دوربینه . طرف قرارداد تأمین اجتماعی و خوش اخلاق و شوخ باشه,"O,O,B-gnd,B-spy,O,B-srt,I-srt,B-trt,O,B-cty,O,B-nhd,O,O,O,O,B-cnd,O,B-apt,I-apt,O,B-vtp,O,B-cnd,I-cnd,O,O,O,B-inc,I-inc,O,B-trt,I-trt,O,B-trt,O"
36,سلام . یک دندون پزشک تو اصفهان سمت چهارباغ عباسی برام پیدا کن که کامپوزیت برای از بین بردن فاصله بین دندان ها انجام بده و اولین نوبت آزاد فردا ویزیت حضوری بشم و کمتر از یک ساعت معطل شم و خوش اخلاق و با حوصله باشه,"O,O,O,B-spy,I-spy,O,B-cty,O,B-nhd,I-nhd,O,O,O,O,B-cnd,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-apt,O,B-vtp,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O,B-trt,I-trt,O,B-trt,I-trt,O"
37,سلام یک فوق تخصص اورولوژی توی شیراز ، خیابان زند ، برای درمان سنگ کلیه برام پیدا کن که در اسرع وقت ، حضوری ویزیت بشم و طرف قرار داد تامین اجتماعی باشه و کمتر از نیم ساعت ویزیت بشم .,"O,O,B-srt,I-srt,B-spy,O,B-cty,O,B-nhd,I-nhd,O,O,O,B-cnd,I-cnd,O,O,O,O,O,B-apt,I-apt,O,B-vtp,O,O,O,O,O,O,B-inc,I-inc,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O"
38,سلام یک متخصص جراح ترجیحا آقا توی شیراز بلوار کریم خان زند برام پیدا کن که طرف قرارداد بانک ملی باشه و مشکل انسداد روده من رو رفع کنه حداکثر تا فردا بتونه من رو بصورت حضوری ویزیت کنه,"O,O,B-srt,O,O,B-gnd,O,B-cty,B-nhd,I-nhd,I-nhd,I-nhd,O,O,O,O,O,O,B-inc,I-inc,O,O,O,B-cnd,I-cnd,O,O,O,O,B-apt,I-apt,I-apt,O,O,O,O,B-vtp,O,O"
39,سلام . یه دکتر تخصص خوب و با تجربه خوب و خوش اخلاق میخوام که بتونه مشکل ناراحتی معده رو حل کنه . شیراز باشه و سمت باهنر جنوبی باشه . صبح زود هم بشینه و نوبت دهی آنلاین هم داشته باشه . بیمه هم قبول کنه . بیشتر از یک ساعت معطل نشم .,"O,O,O,O,B-srt,B-trt,O,B-trt,I-trt,O,O,B-trt,I-trt,O,O,O,O,B-cnd,I-cnd,O,O,O,O,B-cty,O,O,O,B-nhd,I-nhd,O,O,B-apt,O,O,O,O,O,O,B-vtp,O,O,O,O,O,O,O,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O"
40,سلام من یک دندون پزشک خانم در کرمان به سمت بلوار پزشک میخوام که قبل 29 شهریور ارتودنسی انجام بده کمتر از یک ساعت نگهم داره,"O,O,O,B-spy,I-spy,B-gnd,O,B-cty,O,O,B-nhd,I-nhd,O,O,B-apt,I-apt,I-apt,B-cnd,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O"
41,سلام من یک دندون پزشک فوق تخصص برای کج بودن دندان در اراک به سمت میدان امام میخوام که خوش اخلاق باشه و ارتودنسی انجام بده و بیمه دانا قبول کنه,"O,O,O,B-spy,I-spy,B-srt,I-srt,O,B-cnd,I-cnd,I-cnd,O,B-nhd,O,O,B-nhd,I-nhd,O,O,B-trt,I-trt,O,O,B-cnd,O,O,O,O,B-inc,O,O"
42,سلام یک فوق تخصص گوارش زن توی جهرم به من معرفی کن برای مشکل معده درد طرف قرارداد بانک ملت باشه و امروز من رو بصورت حضوری ویزیت کنه نیم ساعت معطل بشم فقط,"O,O,B-srt,I-srt,B-spy,B-gnd,O,B-cty,O,O,O,O,O,O,B-cnd,I-cnd,O,O,B-inc,I-inc,O,O,B-apt,O,O,O,B-vtp,O,O,B-wtt,I-wtt,O,O,O"
43,سلام یک دکتر مغز و اعصاب فوق تخصص برای میگرن ویزیت تلفنی خیلی معطل نشم و پزشک آرام شوخ طبع و مهربونی باشه . بیمه ام تامین اجتماعیه,"O,O,O,B-spy,O,B-spy,B-srt,I-srt,O,B-cnd,O,B-vtp,O,O,O,O,O,B-trt,B-trt,I-trt,O,B-trt,O,O,O,O,B-inc,I-inc"
44,سلام یک چشم پزشک خانم در بندرعباس به سمت چهار راه مرادی میخوام که خوش اخلاق و شوخ باشد,"O,O,B-spy,I-spy,B-gnd,O,B-cty,O,O,B-nhd,I-nhd,I-nhd,O,O,B-trt,I-trt,O,B-trt,O"
45,چشمم ضعیف شده یه بینایی سنجی در کیش میخوام که تا آخر شهریور,"B-cnd,I-cnd,O,O,B-spy,I-spy,O,B-cty,O,O,O,B-apt,I-apt"
46,سلام یک متخصص گوش و حلق و بینی برای اختلالات گوش میانی توی کلاردشت برام پیدا کن که حداکثر تا ۱۵ شهریور ۱۴۰۳منو به صورت حضوری ویزیت کنه و طرف قرار داد بیمه سلامت باشه و کمتر از یک ساعت در مطب معطل بشم .,"O,O,B-srt,B-spy,O,B-spy,O,B-spy,O,B-cnd,I-cnd,I-cnd,O,B-cty,O,O,O,O,O,O,B-apt,I-apt,O,O,O,B-vtp,O,O,O,O,O,O,O,B-inc,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O,O,O"
47,سلام . یک خانم متخصص غدد خوش برخورد در شهر قزوین که دارای بورد تخصصی باشد ، برای درمان کم کاری تیروئید برام پیدا کن که طرف قرارداد بیمه ارتش باشد و به صورت آنلاین و حداکثر تا فردا منو ویزیت کنه,"O,O,O,B-gnd,B-srt,B-spy,B-trt,I-trt,O,O,B-cty,O,O,B-trt,I-trt,O,O,O,O,B-cnd,I-cnd,I-cnd,O,O,O,O,O,O,O,B-inc,O,O,O,O,B-vtp,O,O,O,B-apt,O,O,O"
48,سلام ، یک دندانپزشک تو شیراز سمت فرگاز برام پیدا کن که جرم گیری کنم و اولین نوبت آزاد فردا باشه و زیاد معطل نشم و خوش اخلاق باشه,"O,O,O,B-spy,O,B-cty,O,B-nhd,O,O,O,O,B-cnd,I-cnd,O,O,O,O,O,B-apt,O,O,B-wtt,I-wtt,I-wtt,O,B-trt,I-trt,O"
49,سلام . یک چشم پزشک فوق تخصص آقا تو رشت سمت میدون شهرداری برام پیدا کن که عمل جراحی چشم برای برداشتن عینک انجام بده و حضوری ویزیتم کنه و اولین نوبت آزادش فردا و میزان معطلی تو مطبش کمتر از نیم ساعت باشه و خوش قیافه باشه .,"O,O,O,B-spy,I-spy,B-srt,I-srt,B-gnd,O,B-cty,O,B-nhd,I-nhd,O,O,O,O,O,B-cnd,I-cnd,O,B-cnd,I-cnd,O,O,O,B-vtp,O,O,O,O,O,O,B-apt,O,O,O,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,B-trt,I-trt,O,O"
50,سلام . برای پارگی شبکیه چشم یک پزشک فوق تخصص مرد تو شیراز برام پیدا کن که کارش خوب باشه,"O,O,O,B-cnd,I-cnd,I-cnd,O,O,B-srt,I-srt,B-gnd,O,B-cty,O,O,O,O,O,B-trt,O"
51,سلام یک روان پزشک خانوم تو یزد برام پیدا کن که توانمند باشه و با حوصله باشه,"O,O,B-spy,I-spy,B-gnd,O,B-cty,O,O,O,O,B-trt,O,O,B-trt,I-trt,O"
52,متخصص روماتولوژی با تجربه چند ساله در مشهد برای ویزیت بیمار با نقرس که بیمه تامین اجتماعی هم قبول کند و در هفته جاری وقت داشته باشد پیدا کن,"B-srt,B-spy,B-trt,I-trt,O,O,O,B-cty,O,O,O,O,B-cnd,O,O,B-inc,I-inc,O,O,O,O,O,B-apt,I-apt,O,O,O,O,O"
53,سلام . یک ارتوپد متخصص یا فوق تخصص تو شاهرود سمت بیست و دو بهمن واسه این هفته برام پیدا کن که خوش اخلاق و با حوصله باشه و از در تشخیص بیماری خوب عمل کنه و میزان معطلی در مطب کمتر از یک ساعت باشه,"O,O,O,B-spy,B-srt,O,B-srt,I-srt,O,B-cty,O,B-nhd,I-nhd,I-nhd,I-nhd,O,B-apt,I-apt,O,O,O,O,B-trt,I-trt,O,B-trt,I-trt,O,O,O,O,B-trt,O,I-trt,O,O,O,O,O,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O"
54,پزشک فوق تخصص اورولوژی مجرب برای عمل سنگ مثانه که در تهران باشه غیر جنوب تهران و حداکثر تا یک ماه دیگه وقت عمل داشته باشه,"O,B-srt,I-srt,B-spy,B-trt,O,B-cnd,I-cnd,I-cnd,O,O,B-cty,O,B-nhd,I-nhd,I-nhd,O,O,O,B-apt,I-apt,O,O,O,O,O"
55,سلام . لطفا برای فردا برام از یک فوق تخصص قلب و عروق که خوش اخلاق باشه ، تو تهران خیابون ولیعصر نوبت بگیر که نوار قلب بگیره و بیمه تامین اجتماعی رو پوشش بده .,"O,O,O,O,B-apt,O,O,O,B-srt,I-srt,B-spy,I-spy,I-spy,O,B-trt,I-trt,O,O,O,B-cty,B-nhd,I-nhd,O,O,O,B-cnd,I-cnd,O,O,O,B-inc,I-inc,O,O,O,O"
56,سلام آدرس یک چشم پزشک کاربلد سمت چهارراه دانشگاه که برای فردا وقت بده ,"O,O,O,B-spy,I-spy,B-trt,O,B-nhd,I-nhd,O,O,B-apt,O,O"
57,سلام آدرس یک مرد چشم پزشک فوق تخصص کاربلد سمت چهارراه دانشگاه بندرعباس که برای فردا وقت بده رو میخوام واسه معاینه و نسخه واسه عینک جدید که بیمه البرز ساپورت کنه و کمتر از یک ساعت منتظرم بذاره,"O,O,O,B-gnd,B-spy,I-spy,B-srt,I-srt,B-trt,O,B-nhd,I-nhd,B-cty,O,O,B-apt,O,O,O,O,O,O,O,O,O,B-cnd,I-cnd,O,O,B-inc,O,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O"
58,سلام یک متخصص ارتوپد سمت زند لطفا معرفی کنید حاذق باشه و بیمه تامین اجتماعی قبول کنه و زود نوبت بده,"O,O,B-srt,B-spy,O,B-nhd,O,O,O,B-trt,O,O,O,B-inc,I-inc,O,O,O,B-apt,O,O"
59,سلام . لطفا یک ارتوپد آقا تو لار تو سی متری هلال احمر برام پیدا کن که ریپورت MRI من رو تفسیر کنه و خوش اخلاق باشه,"O,O,O,O,B-spy,B-gnd,O,B-cty,O,B-nhd,I-nhd,I-nhd,I-nhd,O,O,O,O,B-cnd,I-cnd,O,O,I-cnd,O,O,B-trt,I-trt,O"
60,سلام یک دکتر جراح مغز و اعصاب تو شیراز برام پیدا کن,"O,O,O,O,B-spy,I-spy,I-spy,O,B-cty,O,O,O"
61,سلام برای کیست در گردن در اسرع وقت یک دکتر تو شیراز برام پیدا کن که بیمه تامین اجتماعی قبول کنه,"O,O,B-cnd,I-cnd,I-cnd,O,B-apt,I-apt,O,O,O,B-cty,O,O,O,O,O,B-inc,I-inc,O,O"
62,سلام . یک دکتر متخصص ارولوژی در تهران ، اطراف دانشگاه علم و صنعت پیدا کن که آدم با تجربه ای باشه .,"O,O,O,O,B-srt,B-spy,O,B-cty,O,O,B-nhd,I-nhd,I-nhd,I-nhd,O,O,O,O,B-trt,I-trt,O,O,O"
63,سلام . واسه التهاب پروستات یک ارولوژیست در تهرانپارس پیدا کن که آدم با تجربه ای باشه .,"O,O,O,B-cnd,I-cnd,O,B-spy,O,B-nhd,O,O,O,O,B-trt,I-trt,O,O,O"
64,کمر درد دارم,"B-cnd,I-cnd,O"
65,کمرم درد میکنه یه ارتوپد مرد توی لار برام پیدا کن,"B-cnd,I-cnd,O,O,B-spy,B-gnd,O,B-cty,O,O,O"
66,سلام یک متخصص تغذیه بهم که اکثر مراجعه کننده هایش ازش راضی باشن و یک فرد مشهور باشد را در اصفهان بهم معرفی کن,"O,O,B-srt,B-spy,O,O,O,O,O,O,O,B-trt,O,O,O,O,B-trt,O,O,O,B-cty,O,O,O"
67,برای چشم درد و تنگی زاویه دید یک دکتر فوق تخصص در شهرک بوستان شهر لارستان که حضوری ویزیتم کنه و با بیمه تامین اجتماعی کار کنه پیدا کن,"O,B-cnd,I-cnd,O,B-cnd,I-cnd,I-cnd,O,O,B-srt,I-srt,O,B-nhd,B-nhd,O,B-cty,O,B-vtp,O,O,O,O,O,B-inc,I-inc,O,O,O,O"
68,سلام یک دکتر گوارش تو اصفهان برام پیدا کن که آندوسکوپی انجام بده و خوش اخلاق باشه,"O,O,O,B-spy,O,B-cty,O,O,O,O,B-cnd,O,O,O,B-trt,I-trt,O"
69,لطفا یک پزشک ارتوپد خوب تو شیراز سمت خیابان معدل برام پیدا کن که بتونه مشکل زانو درد من رو بدون معطلی در مطب حل کنه و خوش اخلاق باشه .,"O,O,O,B-spy,B-trt,O,B-cty,O,B-nhd,I-nhd,O,O,O,O,O,O,B-cnd,I-cnd,O,O,B-wtt,I-wtt,O,O,O,O,O,B-trt,I-trt,O,O"
70,سلام ، من زیاد خرو و پف میکنم یک دکتر متخصص در اصفهان محله دولت آباد برخوار ترجیحا خانم و به صورت حضوری و بیمه خدمات درمانی و خوش اخلاق میخواهم,"O,O,O,O,B-cnd,I-cnd,O,O,O,B-srt,O,B-cty,O,B-nhd,I-nhd,I-nhd,O,B-gnd,O,O,O,B-vtp,O,O,B-inc,I-inc,O,B-trt,I-trt,O"
71,یک متخصص خانم طب سوزنی برای لاغری در بزرگمهر اصفهان می خوام به صورت غیر حضوری تا فردا و با معطلی کم و بیمه تامین اجتماعی نیز قبول کند .,"O,B-srt,B-gnd,B-spy,I-spy,O,B-cnd,O,B-nhd,B-cty,O,O,O,B-vtp,I-vtp,O,B-apt,O,O,O,B-wtt,O,O,B-inc,I-inc,O,O,O,O"
72,سلام . یک متخصص قلب خانم تو اصفهان محدوده بزرگمهر برام پیدا کن که فردا بهم نوبت بده و تو مطب نوار قلب بگیره و معطلیش کمتر نیم ساعت باشه و با تامین اجتماعی قرارداد داشته باشه ,"O,O,O,B-srt,B-spy,B-gnd,O,B-cty,O,B-nhd,O,O,O,O,B-apt,O,O,O,O,O,O,B-cnd,I-cnd,O,O,O,B-wtt,I-wtt,I-wtt,O,O,O,B-inc,I-inc,O,O,O"
